Mod,Installation,Type,Tested,Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
Macaw's Trapdoors,Server & Client,Mod,OK,Building,,https://www.curseforge.com/minecraft/mc-mods/macaws-trapdoors,26.1.2,OK,mcw-trapdoors-1.1.5-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809970,Added 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Earlier helper rejection was corrected after manual review of a nonfatal StructureTemplate serialization warning.
Macaw's Windows,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/macaws-windows/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-windows-2.4.2-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809964,"Boot test row186_macaws_windows passed previously. Requested again 2026-06-03; already active and in client package, no duplicate row added. Duplicate rows collapsed into this clean view: original sheet rows 187."
Man of Many Planes,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/man-of-many-planes/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 984493,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later. Duplicate rows collapsed into this clean view: original sheet rows 189.
Maple,Server & Client,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/maple/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: data/loot parse errors,mods.failed/row190_maple_relaxed/Maple-1.5.4-26.1.2-NeoForge.jar,Not included,2026-06-03,CurseForge stable file 7972409; beta TerraBlender dependency now installed,"TerraBlender fixed the previous missing-class crash, but row190_maple_relaxed logged missing tags, invalid recipes/advancements, and legacy Forge global_loot_modifiers parse errors. Quarantined and not included."
Medieval Buildings,Server & Client,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/medieval-buildings/files/all?page=1&pageSize=20,26.1.2,Rejected: datapack/tag error,Moved to mods.failed/row191_medieval_buildings/medieval_buildings-neoforge-26.1.2-1.2.0.jar + medieval_end-neoforge-26.1.2-1.2.0.jar + medieval_nether-neoforge-26.1.2-1.2.1.jar,Not included,2026-06-03,CurseForge stable release file 7956240; dependencies 7956268 and 7956951,Boot test row191_medieval_buildings reached Done but logged a real TagLoader ERROR: minecraft:load missing medieval_end:load. Removed all three required Medieval jars from active mods and quarantined them. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Medieval Buildings - New Structures!,Server & Client,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/medieval-buildings/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: duplicate of failed row 191,Moved to mods.failed/row191_medieval_buildings/medieval_buildings-neoforge-26.1.2-1.2.0.jar + dependencies,Not included,2026-06-03,Duplicate of row 191; CurseForge stable release file 7956240,Duplicate tracker row. Same Medieval Buildings file and dependency set was tested in row191_medieval_buildings and rejected because it logged the minecraft:load missing medieval_end:load TagLoader ERROR.
Medieval Castle,Skipped,World/Map,Skip,,,https://www.curseforge.com/minecraft/worlds/medieval-castle-updated/files/all?page=1&pageSize=20,26.1.2,Skipped: not a server mod,,Not included,2026-06-03,CurseForge world/map URL,"The URL points to a CurseForge world/map project, not a mod jar. Per instructions, skipped non-mod tracker rows."
MineColonies,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/minecolonies/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 245506,"MineColonies has no NeoForge files for Minecraft 26.1.2 or 26.1. Current stable NeoForge files are for the 1.21/1.21.1 line, so skipped."
Miner's Helmet,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/miners-helmet/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mining_helmet-26.1.2-2.1.3.jar,Included,2026-06-03,CurseForge stable release file 8024587; Lucent relation type 2 treated as optional after boot test,"Recovered in broad relaxed scan. Lucent has no compatible 26.x NeoForge file, but Miner's Helmet booted without it; row195_minershelmet_relaxed reached Done with only baseline optional warnings and was included in the Mac client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Duplicate rows collapsed into this clean view: original sheet rows 196."
MMV - Moog's Missing Villages,Server Only,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/mmv-moogs-missing-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,MoogsMissingVillages-1.21-2.1.1.jar + moogs_structure_lib-2.0.1-26.1.0-26.1.2.jar,Server-only,2026-06-03,CurseForge stable release file 8164652; dependency Moog's Structure Lib 7921038,Initial boot failed because mmv requires moogs_structures. Added stable server-side Moog's Structure Lib and retested row197_mmv_with_dep; server reached Done and stopped cleanly with only known Advanced Chimneys optional WARN lines. Not copied to client package because both files are server-side. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Mo' Than Enough Guns,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/mo-than-enough-guns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 978748,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
MOA DECOR: BATH,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/moa-decor-bath/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 853639,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
More Cat Variants,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/morecatvariants/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1313031,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
more ships,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/more-ships/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 466978,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
more underground structures,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/more-underground-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 476662,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
More Villagers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/more-villagers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,morevillagers-neoforge-8.0.0+26.1.1.jar,Included,2026-06-03,CurseForge stable release file 7885143,"Boot test row203_more_villagers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus unrelated external handshake noise. Jar metadata declares side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Move Boats,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/move-boats/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,moveboats-26.1.2-3.6.jar,Included,2026-06-03,CurseForge stable release file 7902047; existing Collective 8021353,"Boot test row204_move_boats reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Move Minecarts,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/move-minecarts/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,moveminecarts-26.1.2-3.8.jar,Included,2026-06-03,CurseForge stable release file 7902044; existing Collective 8021353,"Boot test row205_move_minecarts reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
MrCrayfish's Furniture Mod: Refurbished,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/refurbished-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,refurbished_furniture-neoforge-26.1.2-1.0.23.jar + catalogue-neoforge-26.1.2-1.12.3.jar + configured-neoforge-26.1.2-2.7.5.jar,Included,2026-06-03,CurseForge stable release file 7943178; dependencies Catalogue 7943161 and Configured 7943180; existing Framework 7964506,"Boot test row206_refurbished_furniture reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. All new jars declare side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Duplicate rows collapsed into this clean view: original sheet rows 207."
MVS - Moog's Voyager Structures,Server Only,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/moogs-voyager-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,MoogsVoyagerStructures-1.21-5.0.11.jar + existing moogs_structure_lib-2.0.1-26.1.0-26.1.2.jar,Server-only,2026-06-03,CurseForge stable release file 8128022; existing dependency Moog's Structure Lib 7921038,"Boot test row208_mvs reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Non-fatal Lithostitched jigsaw WARN line appeared during worldgen. Project is tagged Server, so not copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed. Duplicate rows collapsed into this clean view: original sheet rows 209."
Natural Decor Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/natural-decor-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 375573,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Nebulus' Cherryblossom Tree,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/nebulus-cherryblossom-tree/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 988533,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
New Cherry Blossom Panorama BC,Client Only,Client Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/new-cherry-blossom-panorama-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Client-only: included,new-1.20-background-v1.1.jar,Included,2026-06-03,CurseForge stable release file 7023654,Client-only panorama/background mod. Not installed on the server; copied directly to client-package/mods because the stable file is tagged compatible with NeoForge and Minecraft 26.1.2.
Night Lights,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/nightlights/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 651876,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
No Animal Tempt Delay,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/no-animal-tempt-delay/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,noanimaltemptdelay-26.1.2-1.2.jar,Included,2026-06-03,CurseForge stable release file 7902021; existing Collective 8021353,"Boot test row214_no_animal_tempt_delay reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Nosiphus Furniture Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/nosiphus-furniture-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 593876,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Nutritious Milk,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/nutritious-milk/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,nutritiousmilk-26.1.2-3.5.jar,Included,2026-06-03,CurseForge stable release file 7902004; existing Collective 8021353,"Boot test row216_nutritious_milk reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Ocean's Delight,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/oceans-delight/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 841262,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Old Fallen Castle - Medieval Castle,Skipped,World/Map,Skip,,,https://www.curseforge.com/minecraft/worlds/old-fallen-castle/files/all?page=1&pageSize=20,26.1.2,Skipped: not a server mod,,Not included,2026-06-03,CurseForge world/map URL,"The URL points to a CurseForge world/map project, not a mod jar. Per instructions, skipped non-mod tracker rows."
